Reference,NumberOfShipsInvolved,ShipsInvolved,SOLASStatus,FlagStates,IncidentDateTime,TypeOfCasualty,Coordinates,Location,NumberOfInvestigationReports,NumberOfAnalyses,InitialEvent,SummaryOfEvents,ShipType1,Consequences1,GrossTonnage1,ClassificationSociety1,Deadweight1,Cargo1,CrewOnboard1,PassengersOnboard1,OthersOnboard1,DeadMissingCrew2,DeadMissingPassengers2,DeadMissingOthers3,SeriouslyInjuredCrew2,SeriouslyInjuredPassengers2,SeriouslyInjuredOthers2,InvestationReportDate,AnalysisDate
"C0013327","1","SARMAT (IMO 8027133)","SARMAT: SOLAS","RUS","2021-06-30 17:25","Very serious","205429N 0171920W","Open sea","1","0","Capsizing / listing","When following a towing train ""SARMAT"" - Vessel "" BOURBON BISON""(towed object) in the Atlantic Ocean the towed object sank at a depth of about 60 m.","Tug","Total loss of the ship","728","Russian Maritime Register of Shipping (RMRS)","290","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-12-09",""
"C0013641","1","EAUBONNE (IMO 9663104)","EAUBONNE: SOLAS","MHL","2021-06-30 10:40","Very serious","051500N 0040000W","Abidjan, Cote d'Ivoire","1","1","Loss of Life","Ship's overhead provision crane failed and fell to the deck while garbage was being discharged. One seafarer was fatally injured and another was seriously injured.","Bulk Carrier","Loss of life,Serious injuries,Ship remains fit to proceed","36294","Nippon Kaiji Kyokai (NKK)","63308","Dry Bulk","22","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-09-26","2023-02-20"
"C0013707","1","YUNICEE (IMO 8875748)","YUNICEE: SOLAS","IDN","2021-06-29 19:20","Very serious","081026S 1142542E","Indonesia","0","0","Sinking","The ship sank in the Bali strait whilst approaching Gilimanuk, Bali, Indonesia, in LAT. 08 10' 26"" S, LONG. 114 25' 42"" E at 19:20 hours LT (UTC+8) on 29 June 2021.
Local authorities effected SAR operations. 53 persons were rescued, and 7 people were dead. No pollution was reported.","Passenger/Ro-Ro Ship (Vehicles)","Loss of life,Total loss of the ship","922","","93","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013615","1","KETTER (IMO 9195860)","KETTER: Unknown/unspecified","MLT","2021-06-28 00:00","Serious","511599N 0042199E","Port","2","0","","On 28 June 2021, the crew on board MV Ketter were opening her hatch covers in preparation of discharging a cargo of marble chips in bulk, at the port of Antwerp. The hatch covers were being opened by the chief mate who was operating the gantry crane with the master and an able-bodied seafarer (AB) assisting the chief mate with the positioning of the gantry hooks and hatch covers. All three persons were in radio contact and the opening of the five aft hatch covers went smoothly. During the positioning of the final forward hatch cover, the (AB) became momentarily trapped between the forward bulwark and the gantry crane resulting to serious crush injuries to his chest.","General Cargo Ship","Serious injuries","2998","Bureau Veritas (BV)","5050","Dry bulk","9","0","0","0","0","0","1","0","0","2022-08-17",""
"C0013576","1","MSC Messina (IMO 9074042)","MSC Messina: SOLAS","LBR","2021-06-25 01:25","Very serious"," ","Indian Ocean","0","0","Fire or explosion","On June 25, 2021, while en- route from Colombo, Sri Lanka to Singapore, the weather was recorded as a partly cloudy sky, wind- Moderate to Fresh, Sea- Moderate to Rough with good visibility. At about 0125 LT, approximate position Lat 05 53.0 N Long 088 37.0 E, the 2nd. Officer (2/O) who was a Navigation Officer on Watch (NOOW) had noticed the fire broke out in the Engine and activated the fire alarm. The crews mustered and observed that Junior Engineer(J/E) was found to be missing. At 0139 LT, the Fire & Rescue team attempted to enter ER to search had failed due to the intense heat, thick smoke, and flames. At 0155 LT, the Master ordered to release the CO2 to ER.
On June 26, 2021 about 1206 LT, after ER had been cooling down, the Fire & Rescue Team found the J/E body near the chemical store between platform No. 2 and No.3 Starboard side (STB) in the ER. The vessel engaged the tug to tow to Singapore. On June 27, 2021 about 1730 the deceased J/E body had been transferred to MSC DEILA (9461415). On July 06, 2021 at 1106, the vessel arrived in Singapore for repairs. ","Container Ship (Fully Cellular)","Loss of life","60862","","63014","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013565","1","INTREPID (IMO 9324629)","INTREPID: Unknown/unspecified","MLT","2021-06-24 00:00","Very serious","201789S 0395910W","Open sea","2","0","","On 21 June 2021, whilst Intrepid was outside Brazilian territorial waters, a riding team boarded the vessel to assist in the cargo holds cleaning, in preparation for the next cargo. On 24 June, the riding team was washing cargo hold no. 5. Shortly after 0700, the riding team leader reported to the master that one of his team members had fallen into the empty cargo hold. The crew members proceeded to the area. However, soon after, the chief officer reported that neither a pulse nor any signs of breathing could be detected on the shore person. The fatally injured shore persons centre of gravity had most likely shifted above and inboard of the hatch coaming, causing him to fall into the cargo hold.","Bulk Dry (general, ore) Carrier","Loss of life,Ship remains fit to proceed","30046","Nippon Kaiji Kyokai (NKK)","52346","","19","0","13","0","0","1","0","0","0","2022-06-27",""
"C0013872","1","CFS WIND (IMO 9366495)","CFS WIND: SOLAS","SGP","2021-06-22 13:55","Serious"," ","Port Bustamante","0","0","","On the 22nd June 2021 the 9,978 gross tons container Ship “CFS WIND” moored alongside the number 3 berth Gordon Cay pier Kingston Freeport Terminal Limited and commenced cargo operations shortly thereafter.  Whilst alongside the Kingston freeport Terminal (KFTL) and conducting cargo operations, a twenty-foot container secured atop cargo bay number five was damaged due to over pressurizing of its cargo that was contained in a flexible storage tank (Flexi-bags).  The contents of the storage tank contaminated the cargo holds number two (2) and three (3), catwalks, the berth, and other containers onboard within the vicinity.  Although the deck scuppers were in position (in preparation for the bunkering exercise to commence once the vessels docked), of the 25 tons of cargo discharged, some of the liquid spilt over the ships side resulting in an approximately two (2) tons of pollutant spilt overboard.  ","Container Ship (Fully Cellular)","","9978","","12595","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013550","1","MELIKU NUSA (IMO 9095838)","MELIKU NUSA: Unknown/unspecified","IDN","2021-06-20 19:00","Very serious"," ","Bima, Nusa Tenggara Barat, Indonesia","0","0","Collision","The ship was in collision with a fishing boaat whilst berthing at Bima, Nusa Tenggara Barat, Indonesia at 1900 hours LT (UTC+8) on 20 June 2021. No injuries, damamge or pollution was reported on this ship, the ship was subsequently berthed for inspection. The collided fishing boat broke into two and sank, 1 one of her crew members died and the other one was critically injured and was taken to hospital for medical attention.","General Cargo/Passenger Ship","Loss of life,Serious injuries,Ship remains fit to proceed","745","Biro Klasifikasi Indonesia","500","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013706","1","PIONEER STAR (IMO 9120047)","PIONEER STAR: SOLAS","COM","2021-06-20 05:20","Very serious","182000N 0572000E","Oman","0","0","Sinking","The ship broke in two and sank in the Arabian sea 95 miles SW of al Duqm, Oman, in LAT 18 20' 00"" N long. 057 20' 00"" E at 0520 hours LT (utc+4) on 20 June 2021 in heavy weather.
All crew abandoned the ship into a life raft or the water. MV 'Rudolf', Yacht 'PLVS Vltra' and JSDF MCMV 'URAGA' attended the scene. 10 crew were rescued by 'PLVS Vltra' and 9 by 'Rudolf'. No serious injuries were reported. An oil slick and floating debris were observed in the area.

","General Cargo Ship","Pollution,Total loss of the ship","6241","","8689","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013555","1","SEXTANT (-)","SEXTANT: Unknown/unspecified","FRA","2021-06-18 00:00","Very serious","494778N 0024510W","Open sea","2","0","","On Friday, June 18, 2021, the fishing vessel SEXTANT ends a scallop fishing trip. Around 09:30, it is located in the north-west of the island of Alderney and the crew is busy arranging the equipment for the return to the port of Cherbourg. Suddenly, one of the poles went back to sea, dragging one of the sailors and injuring another. Despite the efforts of the crew, the sailor overboard could not be recovered. He will be airlifted and declared deceased by drowning.","Fish Catching Vessel","Loss of life","69.21","","","","","0","","1","0","0","0","0","0","2022-06-08",""
"C0013320","1","AS ROSALIA (IMO 9449845)","AS ROSALIA: SOLAS, BİRİNCİOĞLU: Unknown/unspecified","XKA","2021-06-17 15:38","Very serious"," ","Yavuz Sultan Selim Bridge/Northern exit of Strait of İstanbul/Turkey","0","0","Collision","While AS ROSALIA was making its’ South-North passage of Strait of İstanbul, a collision happened between AS ROSALIA and BİRİNCİOĞLU fishing vessel at 15:12 on 17th of June 2021 around Yavuz Sultan Selim Bridge. BİRİNCİOĞLU fishing vessel flooded because of collision and became semi-submerged. One person on the BİRİNCİOĞLU fishing vessel was rescued but two persons were taken as unconscious and transferred to the ambulance but unfortunately both died.","Container Ship (Fully Cellular)","Loss of life","17068","American Bureau of Shipping (ABS)","21206","","17","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013781","1","HYUNDAI TECHNOPIA (IMO 9155145)","HYUNDAI TECHNOPIA: SOLAS","KOR","2021-06-16 16:52","Very serious","350250N 1283979E","the waters adjacent to Geojedo Island","1","0","Fatality","The LNG Tanker, HYUNDAI TECHNOPIA, departed from shipyard at 15:06 on 16th June 2021. At 16:52 on the same day when the AB, OS(A) and OS(B) were facing one another and lifting the toolbox on the electric cable way atop cargo tanks, OS(B) lost his balance and fell towards the chain railings, plunging about 18 meters onto the upper deck. OS(B) had serious injury and eventually died after moved to a hospital.","LNG Tanker","Loss of life","113998","","77584","LNG","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-03-23",""
"C0013598","1","CEYLON PRINCESS (IMO 9734575)","CEYLON PRINCESS: SOLAS","LKA","2021-06-16 11:46","Very serious","130759S 0952720E","177 miles off Cocos Island","0","0","Accidents with life-saving appliances","Able seaman Mohamed Shaffie (CDC C032260) was under medication for Gastritis since 19 April 2021. Around 2345 hrs. lt on 13th June 2021 reported severe pain in upper abdomen, vomiting and unable to sleeping after dinner. The 2nd Officer treated him with the help of radio medical advice and given him a bed rest. 0754 hrs. On 16th morning severe pain all over the body and suddenly became unconscious around 0815 hrs. Cleared the mouth and airway, pulse, heartbeat, temperature, continued WITH CPR. Vessel was around 177 miles off coast of Cocos Island and reported to all respective authorities including MRCC Australia. Contacted doctor from MRCC over the satellite phone and update the condition. Vessel divert to Cocos island as per DPA advice and on the way to the nearest land of Cocos island, the doctor from MRCC examined him and confirm the patient is deceased.  ","Bulk Dry (general, ore) Carrier","Loss of life","36432","DNV GL AS","63213","","35","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
