Reference,NumberOfShipsInvolved,ShipsInvolved,SOLASStatus,FlagStates,IncidentDateTime,TypeOfCasualty,Coordinates,Location,NumberOfInvestigationReports,NumberOfAnalyses,InitialEvent,SummaryOfEvents,ShipType1,Consequences1,GrossTonnage1,ClassificationSociety1,Deadweight1,Cargo1,CrewOnboard1,PassengersOnboard1,OthersOnboard1,DeadMissingCrew2,DeadMissingPassengers2,DeadMissingOthers3,SeriouslyInjuredCrew2,SeriouslyInjuredPassengers2,SeriouslyInjuredOthers2,InvestationReportDate,AnalysisDate
"C0013546","1","RESPONDER (IMO 9215206)","RESPONDER: SOLAS","KOR","2020-09-11 03:35","Very serious","340640N 1283179E","Jawasari Island in Tongyeong City, Republic of korea","1","1","Fire or explosion","1.1 	Responder was a cable-laying ship of 6,298 gross tonnage, 84.95 meters in length and 20.00 meters wide, launched on August 31, 2000 from the Stralsund shipyard in Germany and was owned by KT Submarine and operated by Sehdong Shipping Co., Ltd.
1.2 	The vessel departed from her home port located in Geoje, Republic of Korea at around 07:00 on September 8, 2020 for cable laying opearation, and set to work after arriving at the working site of approx. 28 miles south-southwest off Jwasari Island in Tongyeong City, Gyeongsangnam-do at around 13:00 on the same day.
1.3 	While the cable laying installation was ongoing at around 01:30 on September 11, 2020, Second Engineer A, transferred the oil stored in the F.O drain tank to the settling tank, and operated the valve for changing fuel oil tank for use on the same day at around 02:00. 
1.4 	Meanwhile, on the same day at around 02:35, Second Engineer B acknowledged the F.O leakage alarm on the monitor in the Engine Control Room (hereinafter referred to as “ECR”) indicating that oil was leaking from the first and second cylinders of the Main Engine.
1.5 	When Second Engineer B went to the site and checked the condition of the Main Engine, he observed that a large amount of oil was leaking from the surroundings of the jacketed high pressure fuel pipes of the first and second cylinders of the Main Engine.
1.6 	Second Engineer B went back to the ECR to check the temperature of the exhaust gases of the Main Engine, but no significant deviations were observed, and he called Chief Engineer and First Engineer who were taking a rest in the accommodation to report the situation.
1.7 	Upon receiving a call from Second Engineer B, Chief and First Engineers came to the Engine Room and smelled strong oil mist. After checking the site, they observed a situation where the flywheel of the No.1 Main Engine rotating at high speed came into contact with the oil at the top of the bilge well right below the flywheel, was creating oil mist.
1.8 	Chief and First Engineers considered that there was a problem in the No.1 Main Engine, and stopped it. But after figuring out that oil was also leaking from the No.2 Main Engine, they decided to restart the No.1 Main Engine and stop the No.2 Main Engine.
1.9 	Around 03:35, the Chief Engineer pressed the Air Cricuit Breaker (ACB) button on the monitor in the ECR to restart No.1 Main Engine and stop No.2 Main Engine. A few seconds later, a fire alarm activated and both No.1 and No.2 Engines were stopped as the ship blacked-out.
1.10	Engineers in the ECR opened the ECR door to check for a fire and to find the oil leak spot, but they had no choice but to escape to upper deck due to the thick smoke in Engine Room.
1.11	Second Engineer A and Third engineer went up to the Bridge and shut down quick closing valve of fuel oil tanks. Then, they went out of the Bridge and headed up to the funnel to close the Engine Room ventilation dampers but failed to close the dampers due to heavy smoke.
1.12	Meanwhile, Master reported the outbreak of onboard fire to the TongYeong Coastal VTS via VHF Radio around 03:40.  
1.13	After Master received a report from First Engineer at around 03:42 on the same day that local fire fighting had been failed, he instructed Chief Officer to use the onboard fixed CO2 fire extinguishing systems. 
1.14 	Master decided to abandon the vessel at around 03:50 on the same day as fire fighting with the onboard fixed CO2 fire extinguishing systems was not successful, and commended all crews to embark the Youngin 105 which was a work support vessel around the site. All crews boarded on Youngin 105, and then they were transferred to the Mirae-ro which was another cable layer operated by the Sehdong Shipping Co., Ltd. at around 05:00, and arrived at the berth No. 7 of Busan port at around 21:32 on the same day.
1.15 	While fire was being suppressed by the fire-fighting and the rescue teams dispatched from Tongyeong Fire Station and etc., the vessel sank into the sea about 42 miles south off Yokji Island, Tongyoeong City, Gyeongsangnam-do at around 17:42 on September 12, 2020, one day after the fire outbreak.","Cable Layer","Total loss of the ship","6298","Korean Register (KR)","8071","","60","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-05-18","2023-03-15"
"C0013298","1","RIMONA (IMO 9468750)","RIMONA: Unknown/unspecified","MLT","2020-09-09 01:00","Very serious","384585N 0265491E","Port","1","0","","Rimona was berthed in the port of Habas, Turkey, loading a cargo of steel products by a shore crane. The crew were required to tally the cargo, prior to its loading on board. During the night of 09 September 2020, the third officer and an able seafarer (deck) were on watch, near the vessels gangway, with several trucks approaching the vessel with the cargo. The able seafarer went on the pier to tally the cargo, while the third officer stayed on the gangway. About 15 minutes later, the third officer received a call for help from the able seafarer. On site, it was noticed that the able seafarer was caught between the shore crane and one of the trucks. The able seafarer was immediately transferred to a shore hospital, for treatment. However, he succumbed to his injuries during the following day.","Bulk Dry (general, ore) Carrier","Loss of life","5222","RINA Services S.p.A (RINA)","8184","General cargo","14","0","0","1","0","0","0","0","0","2021-09-10",""
"C0013018","1","TALIA H (IMO 9359947)","TALIA H: SOLAS","BRB","2020-09-07 11:20","Serious"," ","Chittagong. India","1","0","Bosun Baranda Joel fell from Tween Deck into hold.","Bosun was working in the Tween Deck when he somehow fell into the hold.  He was given first aid, including oxygen, on the spot but his injuries were so serious that he died from them later in hospital.","General Cargo Ship","Loss of life","9938","","12560","","16","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2020-10-06",""
"C0013149","1","SAGAFJORD (IMO 7943079)","SAGAFJORD: Unknown/unspecified","DNK","2020-09-05 01:00","Serious","554025N 0120425E","Port","1","0","Stranding / grounding","I forbindelse med eftermiddagssejlads (kaffeturen) grundstdte SAGAFJORD umiddelbart syd for Veddelev havn p en grund der kaldes for Kirkegrunden. Skibet var planlagt at skulle foretage et bagbord drej men gjorde ikke dette tids nok, hvilket resulterede i grundstdningen. Skibet havde 66 passagere med haeraf 3 brn. disse blev alle evakueret med hjlp fra det lokale beredskab der sejlede disse til Veddelev Havn,umiddelbart nord for grundstdningspunktet. Skibet blev den efterflgende dag 06092020 trukket fri med hjlp fra lastskibet/ stenfisker Henry. Der var ikke nogen vandindtrngning og skibet bevarede sin integritet under frem til det i gen var langs kaj og fik foretaget dykkerundersgelse. Dykkerundersgelsen viste ikke nogen skader men blot malingsafskrabningen p klen.","Passenger Ship","","305","","","","","0","","0","0","0","0","0","0","2021-02-05",""
"C0013328","1","CHERNOMORETS-34 (IMO 8228581)","CHERNOMORETS-34: Non-SOLAS","RUS","2020-09-03 22:20","Very serious","425206N 1312334E","port area","1","0","fatalities","The accident occurred at night in stormy weather. Three crew members, at the command of the captain, were sent to the deck to prepare the anchors for recoil. The vessel was maneuvering along the pier and after 1 hour and 20 minutes, under the influence of storm waves and wind, it was de-energized and washed ashore. After that, at the assembly of the crew, the absence of two people was established. The next day, the bodies of the missing crew members were found on the shore.","Crane Vessel","Loss of life","782","Russian Maritime Register of Shipping (RMRS)","415","","9","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-12-09",""
"C0013122","1","WAVERLEY (IMO 5386954)","WAVERLEY: SOLAS","GBR","2020-09-03 16:28","Serious","553468N 0050822W","on arrival at Brodick, Isle of Arran","0","0","Contact","Contact by a passenger vessel with the pier on arrival at Brodick, Isle of Arran, resulting in passenger injuries and damage to the vessel.","Passenger Ship","Serious injuries,Ship remains fit to proceed","693","","128","","26","213","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013010","1","NEW DIAMOND (IMO 9191424)","NEW DIAMOND: Unknown/unspecified","PAN","2020-09-03 00:00","Very serious"," ","40 nm off the coast of eastern Sri Lanka ","1","1","Fire and pollution","A fire broke on board VLCC New Diamond after an explosion in the engine room, in Bay of Bengal some 40 nm east of southeast Sri Lanka coast.  One crew member died. The ship is carrying more than 278 000. of crude oil. Oil spill has started following the fire. ","Crude Oil Tanker","Loss of life","160079","","299986","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-07-23","2023-01-05"
"C0013515","1","TOKYO SPIRIT (IMO 9669627)","TOKYO SPIRIT: SOLAS","HKG","2020-09-02 11:45","Unspecified","413659N 1753390W","at sea","1","0","","At about 1145 hours on 2 September 2020, a fatal accident happened on board the Hong Kong registered bulk carrier “Tokyo Spirit” (the vessel) at approximate position 41°36.6’N 175°33.9’W in North Pacific Ocean, during her laden voyage from Vancouver, USA to Nghi Son, Vietnam. 
In the morning of 2 September 2020, the Wiper was assigned to assist the 4/E overhauling auxiliary boiler fuel oil pump in the purifier room inside the engine room.  When the motor of the pump was detached, the Wiper left the 4/E, who stayed in the purifier room to carry on the work alone, without informing the other crew of his next job.  

When the Wiper did not come for lunch, the Master ordered the crew to look for the Wiper.  Finally, the Wiper was found lying on the scrap metal cargo beside the vertical ladder inside the No.2 cargo hold.  Although the Wiper was taken out from the cargo hold and received treatment immediately, he was declared dead later on the same day.
","Bulk Carrier","","23405","","35550","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-04-26",""
"C0013008","1","GULF LIVESTOCK 1 (IMO 9262883)","GULF LIVESTOCK 1: SOLAS","PAN","2020-09-02 01:45","Very serious"," ","East China Sea  off the coast of southwest Japan","1","0","Engine failure, capsizing and sinking","On Tuesday, 2 September 2020, a livestock carrier Gulf Livestock 1 issued distress signal at 01:45 hes (Tokyo time) in East China sea, approximately 100NM west of Amami-Oshima Island in Kagoshima Prefecture, southwestern Japan. The ship with 43 crew on board was en route from New Zealand to China, carrying 5,800 head of cattle aboard, went missing while traveling in the stormy East China Sea, with one crew member later rescued.","Livestock Carrier","Loss of life,Total loss of the ship","11947","","8372","","43","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-10-07",""
"C0013433","2","L'AMI CONSTANT (IMO 7110660), SIR GAETAN (IMO 9065340)","L'AMI CONSTANT: Unknown/unspecified, SIR GAETAN: Non-SOLAS","MUS","2020-08-31 02:47","Very serious","200300S 0574400E","Indian Ocean, 2.5 miles NE of Pointe Des Lascars, Mauritius","0","0","Collision","The ship was in collision with towed barge 'L'AMI CONSTANT' whilst under way in the Indian Ocean, 2.5 miles NE of Pointe Des Lascars, Mauritius in LAT. 20 03'45""S, LONG. 057 44'14""E at 0247 hours LT (UCT+4) on 31 August 2020 in heavy swell. The ship sustained hull damage, took water and subsequently sank. No pollution was reported. All 8 crew abandoned ship to 2 lift rafts but  these capsized in the rough sea. Local authorities despatched helicopter and rescue boats to the scene. 4 crew members were rescued and taken to a local hospital for medical attention, 3 crew members died and 1 crew member was missing. The tug had been towin 'L'AMI CONSTANT' as part of the oil recovery operation from standed MV 'WAKSHIO'.","Tug","Loss of life,Total loss of the ship","275","[No class]","85","","8","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
