FeatureType,date,IMONum,deaths,missings,severeInjuries,description,latitude,longitude,subtype_field,subtype_value,gml_pos
HullAndEngineAccessoryDamage,20240701,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations,51.9163,1.4101,hullAndEngineAccessoryDamageType,outfit damage,1.4101 51.9163
HullAndEngineAccessoryDamage,20240701,,0,0,0,Cargo vessel's pilot ladder did not conform to SOLAS regulations,55.0189,-1.3562,hullAndEngineAccessoryDamageType,outfit damage,-1.3562 55.0189
HullAndEngineAccessoryDamage,20240701,,0,0,0,Bulk carrier's pilot ladder did not conform to SOLAS regulations,54.6823,-1.0778,hullAndEngineAccessoryDamageType,outfit damage,-1.0778 54.6823
HullAndEngineAccessoryDamage,20240701,,0,0,0,Cargo vessel's pilot ladder did not conform to SOLAS regulations,57.1544,-2.0311,hullAndEngineAccessoryDamageType,outfit damage,-2.0311 57.1544
HullAndEngineAccessoryDamage,20240701,,0,0,0,Tanker's pilot ladder did not conform to SOLAS regulations,54.6946,-1.0461,hullAndEngineAccessoryDamageType,outfit damage,-1.0461 54.6946
HullAndEngineAccessoryDamage,20240701,,0,0,0,Tanker's pilot ladder did not conform to SOLAS regulations,51.6543,-5.1804,hullAndEngineAccessoryDamageType,outfit damage,-5.1804 51.6543
CollisionAndContact,20240701,,0,0,0,A sailing vessel collided with a sail training vessel resulting in minor damage to both vessels,50.757,-1.0096,collisionAndContactType,collision,-1.0096 50.757
OtherIncident,20240701,,0,0,1,A cruise ship passenger fell resulting in a fractured shoulder,63.483333,-32,otherIncidentType,other incident,-32.0 63.483333
StrandingAndGrounding,20240701,,0,0,1,An inland waterways vessel started taking on water after getting caught on a lock cill,53.1299,-2.648,strandingAndGroundingType,grounding,-2.648 53.1299
OtherIncident,20240701,,0,0,1,A workboat crew member slipped from a step and fractured their elbow,57.2713,-5.9411,otherIncidentType,other incident,-5.9411 57.2713
StrandingAndGrounding,20240701,,0,0,0,A sail training vessel grounded on rocks after misinterpretation of a cardinal buoy,59.965,20.176667,strandingAndGroundingType,grounding,20.176667 59.965
StrandingAndGrounding,20240701,,0,0,0,A charter sailing yacht grounded on rocks as it approached a port,42.6832,9.29395,strandingAndGroundingType,grounding,9.29395 42.6832
CollisionAndContact,20240701,,0,0,0,A recreational motor vessel struck a submerged object resulting in water ingress and capsizing,57.707833,-2.874667,collisionAndContactType,collision,-2.874667 57.707833
CollisionAndContact,20240701,,0,0,0,A service vessel sustained damage whilst recovering a floating platform,-14.226667,128.951667,collisionAndContactType,contact,128.951667 -14.226667
StrandingAndGrounding,20240701,,0,0,0,A sailing yacht ran aground resulting in the rudder breaking and requiring a tow to a mooring,50.701157,-1.916453,strandingAndGroundingType,grounding,-1.916453 50.701157
CollisionAndContact,20240701,,0,0,0,A sail training vessel made contact with a navigation buoy resulting in minor damage to the bow,50.770233,-1.314083,collisionAndContactType,collision,-1.314083 50.770233
HullAndEngineAccessoryDamage,20240701,,0,0,0,A cruise ship experienced a short circuit in a control board whilst testing,-30.53,153.533333,hullAndEngineAccessoryDamageType,machineries and propulsion damage,153.533333 -30.53
StrandingAndGrounding,20240701,,0,0,0,A search and rescue vessel grounded whilst searching for a missing person,51.186167,-3.267333,strandingAndGroundingType,grounding,-3.267333 51.186167
OtherIncident,20240701,,0,0,1,A search and rescue vessel crew member fell overboard whilst trying to step aboard a sailing vessel,50.222383,-3.991283,otherIncidentType,safety hinderance and near misses,-3.991283 50.222383
NavigationalIssues,20240701,,0,0,0,A crew transfer vessel experienced a loss of power as a result of running out of fuel,53.342183,-3.275333,navigationalIssuesType,drifting,-3.275333 53.342183
StrandingAndGrounding,20240701,,0,0,0,A crew transfer vessel ran aground on a sandbank but were able to self-recover,53.329,-3.278633,strandingAndGroundingType,grounding,-3.278633 53.329
HullAndEngineAccessoryDamage,20240701,,0,0,0,Cruise ship's pilot ladder did not conform to SOLAS regulations,50.7127,-0.9814,hullAndEngineAccessoryDamageType,outfit damage,-0.9814 50.7127
OtherIncident,20240701,,0,0,1,A cruise ship passenger sustained an injury from falling.,38.2617,-0.1817,otherIncidentType,safety hinderance and near misses,-0.1817 38.2617
HullAndEngineAccessoryDamage,20240701,,0,0,0,Bulk carrier's pilot ladder did not conform to SOLAS regulations,53.4826,-3.1632,hullAndEngineAccessoryDamageType,outfit damage,-3.1632 53.4826
NavigationalIssues,20240701,,0,0,0,A passenger vessel experienced main engine failure and subsequent propulsion failure.,55.9638,-4.7708,navigationalIssuesType,drifting,-4.7708 55.9638
NavigationalIssues,20240701,,0,0,0,A dive support vessel experienced propulsion failure when there were divers in the water.,50.250167,-3.635833,navigationalIssuesType,drifting,-3.635833 50.250167
HullAndEngineAccessoryDamage,20240701,,0,0,0,A general cargo vessel had an inadequate pilot ladder arrangement.,51.4935,0.8375,hullAndEngineAccessoryDamageType,outfit damage,0.8375 51.4935
HullAndEngineAccessoryDamage,20240701,,0,0,0,A trailing suction hopper dredger experienced a pollution incident.,51.612,-3.9283,hullAndEngineAccessoryDamageType,machineries and propulsion damage,-3.9283 51.612
NavigationalIssues,20240701,,0,0,0,A fishing vessel experienced propulsion loss and was towed by a search and rescue vessel.,53.732,0.0377,navigationalIssuesType,drifting,0.0377 53.732
FireAndExplosion,20240701,,0,0,1,A ro-pax vessel suffered an oven fire that was quickly extinguished,55.8676,-5.3844,fireAndExplosionType,fire,-5.3844 55.8676
NavigationalIssues,20240701,,0,0,0,A crew transfer vessel experienced a broken drive shaft resulting in a loss of propulsion,53.6387,1.2474,navigationalIssuesType,sailing hinderance,1.2474 53.6387
OtherIncident,20240701,,0,0,1,A sail training vessel crew member was injured and then had an allergic reaction to first aid medication.,53.578,0.1017,otherIncidentType,other incident,0.1017 53.578
NavigationalIssues,20240701,,0,0,0,A recreational motor vessel suffered engine failure resulting in a tow from another vessel,50.648903,-1.639162,navigationalIssuesType,drifting,-1.639162 50.648903
OtherIncident,20240701,,0,0,1,A mooring tender crew member sustained a knee injury whilst working on mooring lines.,51.4862,-0.2827,otherIncidentType,safety hinderance and near misses,-0.2827 51.4862
FireAndExplosion,20240701,,0,0,0,A sailing yacht experienced a fire that was quickly extinguished by crew,57.606667,-5.801667,fireAndExplosionType,fire,-5.801667 57.606667
FireAndExplosion,20240701,,0,0,0,A RIB experienced an outboard fire resulting in being towed to a harbour,51.565017,-4.341333,fireAndExplosionType,fire,-4.341333 51.565017
NavigationalIssues,20240701,,0,0,0,A potting fishing vessel experienced propulsion failure and was towed.,49.928883,-5.77055,navigationalIssuesType,drifting,-5.77055 49.928883
OtherIncident,20240701,,0,0,1,A sailing vessel passenger fell and sustained a head injury,51.630538,0.780175,otherIncidentType,other incident,0.780175 51.630538
CollisionAndContact,20240701,,0,0,0,Hire Boat  reversed into the heading of an oncoming vessel. This caused a notable collision,51.5035,-0.1211,collisionAndContactType,collision,-0.1211 51.5035
NavigationalIssues,20240701,,0,0,0,A recreational motor vessel experienced engine failure and was at risk of running aground,53.32075,-4.649833,navigationalIssuesType,drifting,-4.649833 53.32075
floodingAndSinking,20240701,,0,0,0,A recreational motor vessel started to take on water and suffered engine failure,53.114917,-4.392067,floodingAndSinkingType,flooding,-4.392067 53.114917
HullAndEngineAccessoryDamage,20240801,,0,0,0,A general cargo vessel had an inadequate pilot ladder arrangement.,57.1444,-2.0607,hullAndEngineAccessoryDamageType,outfit damage,-2.0607 57.1444
NavigationalIssues,20240801,,0,0,0,A charter fishing vessel experienced propulsion failure resulting in a tow back to harbour,50.711933,-0.560167,navigationalIssuesType,drifting,-0.560167 50.711933
NavigationalIssues,20240801,,0,0,0,A sailing yacht experienced propulsion failure resulting in a tow to a harbour,50.445667,-3.364833,navigationalIssuesType,sailing hinderance,-3.364833 50.445667
floodingAndSinking,20240801,,0,0,0,A sailing yacht was taking on water caused by a propeller shaft seal that had slipped,50.232517,-3.89415,floodingAndSinkingType,flooding,-3.89415 50.232517
OtherIncident,20240701,,0,0,1,Cruise ships passenger tripped resulting in closed fracture to the hip.,67.193333,-12.201667,otherIncidentType,other incident,-12.201667 67.193333
OtherIncident,20240801,,0,0,1,Cruise ships passenger tripped resulting in closed fracture to the arm.,61.93,-4.331667,otherIncidentType,other incident,-4.331667 61.93
HullAndEngineAccessoryDamage,20240801,,0,0,0,Cruise ship had smoke in light fixture resulting in no damage and fixed in port.,-35.281667,174.993333,hullAndEngineAccessoryDamageType,outfit damage,174.993333 -35.281667
NavigationalIssues,20240801,,0,0,0,Fishing vessel lost gearbox oil pressure resulting in being towed back to port.,57.731833,-6.3255,navigationalIssuesType,drifting,-6.3255 57.731833
NavigationalIssues,20240801,,0,0,0,Fishing vessel fouled propellor on creel line resulting in being towed back to the marina.,55.109833,-5.405667,navigationalIssuesType,drifting,-5.405667 55.109833
CollisionAndContact,20240701,,0,0,2,River boat struck a branch resulting in damage to the starboard side windows and injuring 2 passengers.,52.720833,-1.119833,collisionAndContactType,collision,-1.119833 52.720833
OtherIncident,20240801,,0,0,1,"Support vessels crew member fell down external stairwell resulting in multiple injuries to the ribs, spine and head",-12.086667,130.426667,otherIncidentType,other incident,130.426667 -12.086667
floodingAndSinking,20240801,,0,0,0,Fishing vessel taking on water resulting in being towed back to harbour.,57.733333,-2.116667,floodingAndSinkingType,flooding,-2.116667 57.733333
StrandingAndGrounding,20240701,,0,0,0,SAR vessel drifted damaging two fins on the starboard prop.,51.7962,1.1797,strandingAndGroundingType,grounding,1.1797 51.7962
StrandingAndGrounding,20240801,,0,0,0,"Training sailing vessel ran aground, damage unknown.",51.884283,1.260667,strandingAndGroundingType,grounding,1.260667 51.884283
FireAndExplosion,20240801,,0,0,0,Ro-Pax main engine fire resulting returning to port as repairs were unsuccessful.,57.035833,-6.161667,fireAndExplosionType,fire,-6.161667 57.035833
OtherIncident,20240801,,0,0,1,Cruise ships passenger tripped resulting in closed fracture to the foot,38.546667,142.078333,otherIncidentType,other incident,142.078333 38.546667
FireAndExplosion,20240801,,0,0,0,Pleasure craft caught fire and caught two other vessels resulting in all three being total loss.,52.6249,1.3677,fireAndExplosionType,fire,1.3677 52.6249
FireAndExplosion,20240801,,0,0,0,Motor cruiser suffered an engine fire but was extinguished before SAR arrived on scene.,51.619167,-2.637167,fireAndExplosionType,fire,-2.637167 51.619167
HullAndEngineAccessoryDamage,20240801,,0,0,0,Passenger ferry near miss with a incorrectly moored RIB.,50.7186,-1.7444,hullAndEngineAccessoryDamageType,other facility damage,-1.7444 50.7186
StrandingAndGrounding,20240801,,0,0,0,SAR vessel made contact with seabed resulting in unknown damage,51.936667,1.352667,strandingAndGroundingType,grounding,1.352667 51.936667
HullAndEngineAccessoryDamage,20240801,,0,0,0,Fishing vessel lost propeller resulting in being towed back to safety.,50.6953,-0.6075,hullAndEngineAccessoryDamageType,machineries and propulsion damage,-0.6075 50.6953
CollisionAndContact,20240701,,0,0,0,SAR vessel stuck submerged unknown object resulting in damaging the propeller blades.,51.3654,1.024,collisionAndContactType,contact,1.024 51.3654
NavigationalIssues,20240801,,0,0,0,Fishing vessel lost propulsion power resulting in towage back to safety.,59.021833,-2.80588,navigationalIssuesType,drifting,-2.80588 59.021833
HullAndEngineAccessoryDamage,20240801,,0,0,0,Sailing vessel dismasted resulting in being towed back to safety.,50.595665,-1.7125,hullAndEngineAccessoryDamageType,hull damage,-1.7125 50.595665
FireAndExplosion,20240801,,0,0,0,Passenger vessel fire onboard resulting in unknown damage.,52.699833,1.409333,fireAndExplosionType,fire,1.409333 52.699833
OtherIncident,20240801,,0,0,1,Passenger vessels crew member caught their finger between line and bollard.,50.8748,-1.3934,otherIncidentType,other incident,-1.3934 50.8748
CollisionAndContact,20240801,,0,0,0,Recreational sailing vessel made contact with floating bridge,50.7577,-1.2914,collisionAndContactType,contact,-1.2914 50.7577
OtherIncident,20240801,,0,0,1,An inland waterways crew member got their finger trapped in a rope,54.2756,-2.9549,otherIncidentType,other incident,-2.9549 54.2756
NavigationalIssues,20240801,,0,0,0,A service vessel experienced electrical power failure.,50.774667,-1.20554,navigationalIssuesType,drifting,-1.20554 50.774667
CollisionAndContact,20240801,,0,0,0,A service vessel had a near miss with diver under water.,56.052333,-2.86,collisionAndContactType,contact,-2.86 56.052333
floodingAndSinking,20240801,,0,0,0,Recreational craft became swamped and sank. The crew were rescued.,50.773133,0.056767,floodingAndSinkingType,sinking,0.056767 50.773133
NavigationalIssues,20240801,,0,0,0,Chemical tanker experienced propulsion failure and was towed until the engines were restarted.,51.682833,-5.1555,navigationalIssuesType,sailing hinderance,-5.1555 51.682833
floodingAndSinking,20240801,,0,0,0,Hire boat collided with the quay and then sank.,52.5742,1.4934,floodingAndSinkingType,sinking,1.4934 52.5742
NavigationalIssues,20240801,,0,0,0,A general cargo vessel experienced steering failure whilst under pilotage.,51.4659,0.7821,navigationalIssuesType,loss of direction,0.7821 51.4659
floodingAndSinking,20240801,,0,0,3,Fishing vessel was flooded by a wave and sank with three crew on board,51.602333,-5.0245,floodingAndSinkingType,sinking,-5.0245 51.602333
OtherIncident,20240801,,0,0,1,A cruise ship off duty crew member fell and fractured their wrist,54.198333,-131.038333,otherIncidentType,other incident,-131.038333 54.198333
CollisionAndContact,20240801,,0,0,0,An inland waterways vessel had a near miss with a moored vessel.,51.5392,-0.1508,collisionAndContactType,contact,-0.1508 51.5392
OtherIncident,20240801,,0,0,1,Cruise ships passenger injured shoulder while in swimming pool,-31.805,153.115,otherIncidentType,other incident,153.115 -31.805
OtherIncident,20240701,,0,0,1,A person slipped whist boarding a RHIB and sustained minor injuries.,52.568033,1.7344,otherIncidentType,safety hinderance and near misses,1.7344 52.568033
floodingAndSinking,20240801,,0,0,0,An search and rescue vessel capsized whilst on patrol,50.5781,-4.9201,floodingAndSinkingType,capsizing,-4.9201 50.5781
FireAndExplosion,20240801,,0,0,0,A fishing vessel experienced a fire onboard that was extinguished by the crew.,57.698333,-5.963517,fireAndExplosionType,fire,-5.963517 57.698333
